Date/Time,Lat,Lon
2023-03-06 06:00:41,47.91892938,106.8905874
2023-03-06 06:11:12,47.9187627,106.9410161
2023-03-06 06:12:47,47.91809592,106.9258977
2023-03-06 06:13:33,47.91757682,106.9116781
2023-03-06 06:14:04,47.91809592,106.9258977
2023-03-06 06:23:09,47.91573182,106.9707554
2023-03-06 06:23:40,47.91573182,106.9707554
2023-03-06 06:23:58,47.99329058,106.9256834
2023-03-06 06:24:05,47.95259753,106.9075731
2023-03-06 06:24:44,47.9203698,106.8168466
2023-03-06 06:26:04,47.84920489,106.7242024
2023-03-06 06:26:09,47.84920489,106.7242024
2023-03-06 06:27:05,47.91573182,106.9707554
2023-03-06 06:27:32,47.92050116,106.7989438
2023-03-06 06:27:38,47.90677939,107.0143156
2023-03-06 06:27:42,47.92360454,106.9815095
2023-03-06 06:27:45,47.92360454,106.9815095
2023-03-06 06:28:42,47.95259753,106.9075731
2023-03-06 06:29:05,47.97405506,106.9179594
2023-03-06 06:29:11,47.91573182,106.9707554
2023-03-06 06:29:42,47.91849599,106.9845718
2023-03-06 06:29:43,47.92874832,106.9658161
2023-03-06 06:29:51,47.98130082,106.9348874
2023-03-06 06:29:59,47.92844978,106.9376081
2023-03-06 06:30:18,47.91892938,106.8905874
2023-03-06 06:30:38,48.0112258,106.9208877
2023-03-06 06:30:44,47.91545652,106.8322187
2023-03-06 06:30:46,47.95967215,106.8206735
2023-03-06 06:30:56,47.92204227,106.9047982
2023-03-06 06:30:57,47.92294489,106.9109476
2023-03-06 06:31:20,47.92378986,106.9626608
2023-03-06 06:31:36,47.91048321,106.8264403
2023-03-06 06:32:06,47.92844978,106.9376081
2023-03-06 06:32:10,47.92844978,106.9376081
2023-03-06 06:32:31,47.86507641,106.8103524
2023-03-06 06:32:48,47.92844978,106.9376081
2023-03-06 06:32:52,47.91573182,106.9707554
2023-03-06 06:33:07,47.91804095,106.9488039
2023-03-06 06:34:17,47.91295556,106.9974355
2023-03-06 06:34:28,47.91757682,106.9116781
2023-03-06 06:34:56,47.91005082,106.8154969
2023-03-06 06:35:27,47.96842904,106.9171308
2023-03-06 06:35:33,47.96842904,106.9171308
2023-03-06 06:35:33,47.92659028,106.9432343
2023-03-06 06:35:34,47.91346283,106.943966
2023-03-06 06:35:51,47.91573182,106.9707554
2023-03-06 06:36:09,47.92659028,106.9432343
2023-03-06 06:36:11,47.94240161,106.816092
2023-03-06 06:36:11,47.91211229,106.8472336
2023-03-06 06:36:51,47.91880669,106.8585471
2023-03-06 06:37:11,47.92844978,106.9376081
2023-03-06 06:37:16,47.92844978,106.9376081
2023-03-06 06:37:22,47.85693427,106.762158
2023-03-06 06:37:25,47.91458675,106.9436995
2023-03-06 06:37:29,47.92844978,106.9376081
2023-03-06 06:37:38,47.90809517,106.9100592
2023-03-06 06:37:54,47.91573182,106.9707554
2023-03-06 06:38:05,47.91458675,106.9436995
2023-03-06 06:38:16,48.01716522,106.9250755
2023-03-06 06:38:26,47.98980813,106.8276524
2023-03-06 06:38:26,47.92495343,106.8941531
2023-03-06 06:38:34,47.91809592,106.9258977
2023-03-06 06:38:39,47.85693427,106.762158
2023-03-06 06:38:45,47.92220039,106.9740109
2023-03-06 06:38:52,47.97747572,106.9274911
2023-03-06 06:39:09,47.9179318,106.9734188
2023-03-06 06:39:15,47.89158555,106.871305
2023-03-06 06:39:23,47.91048321,106.8264403
2023-03-06 06:39:46,47.93000345,106.9287146
2023-03-06 06:39:50,47.91048321,106.8264403
2023-03-06 06:40:00,47.92220039,106.9740109
2023-03-06 06:40:06,47.91005082,106.8154969
2023-03-06 06:40:12,47.9241752,106.9703735
2023-03-06 06:40:24,47.95446739,106.9149956
2023-03-06 06:40:31,47.9203698,106.8168466
2023-03-06 06:40:40,47.93585963,106.9080145
2023-03-06 06:40:57,47.93585963,106.9080145
2023-03-06 06:41:09,47.93585963,106.9080145
2023-03-06 06:41:14,47.91530454,106.8973542
2023-03-06 06:41:35,47.87166991,106.8323577
2023-03-06 06:41:35,47.92360454,106.9815095
2023-03-06 06:41:43,47.92378986,106.9626608
2023-03-06 06:41:50,47.93585963,106.9080145
2023-03-06 06:41:53,47.90094726,106.929709
2023-03-06 06:41:56,47.93585963,106.9080145
2023-03-06 06:41:57,47.8560047,106.7655304
2023-03-06 06:42:01,47.91849125,106.9323373
2023-03-06 06:42:04,47.8560047,106.7655304
2023-03-06 06:42:08,47.91048321,106.8264403
2023-03-06 06:42:31,47.91005082,106.8154969
2023-03-06 06:42:39,47.91260622,107.0008482
2023-03-06 06:42:54,47.91457419,106.8785103
2023-03-06 06:42:57,47.92844978,106.9376081
2023-03-06 06:43:07,47.90776832,106.9527392
2023-03-06 06:43:16,47.97154327,106.9049823
2023-03-06 06:43:19,47.92844978,106.9376081
2023-03-06 06:43:21,47.8560047,106.7655304
2023-03-06 06:43:25,47.91005082,106.8154969
2023-03-06 06:43:31,47.94765906,106.9138588
2023-03-06 06:43:33,47.91766359,107.0338898
2023-03-06 06:43:39,47.94765906,106.9138588
2023-03-06 06:43:48,47.94765906,106.9138588
2023-03-06 06:43:51,47.94765906,106.9138588
2023-03-06 06:43:58,47.93099121,106.8878923
2023-03-06 06:43:58,47.94765906,106.9138588
2023-03-06 06:44:01,47.91048321,106.8264403
2023-03-06 06:44:12,47.93000345,106.9287146
2023-03-06 06:44:22,47.94347267,106.8753484
2023-03-06 06:44:29,47.9203698,106.8168466
2023-03-06 06:44:29,47.90439806,106.9247893
2023-03-06 06:44:36,47.9213895,106.814397
2023-03-06 06:44:58,47.91346283,106.943966
2023-03-06 06:45:07,47.92294489,106.9109476
2023-03-06 06:45:12,47.92294489,106.9109476
2023-03-06 06:45:15,47.91005082,106.8154969
2023-03-06 06:45:37,47.92220039,106.9740109
2023-03-06 06:45:38,47.92448303,106.8939898
2023-03-06 06:45:47,47.91005082,106.8154969
2023-03-06 06:45:53,47.91005082,106.8154969
2023-03-06 06:46:05,47.92285328,106.8750073
2023-03-06 06:46:12,47.91338119,106.9150393
2023-03-06 06:46:15,47.91061447,106.94342
2023-03-06 06:46:30,47.91809592,106.9258977
2023-03-06 06:46:33,47.92302912,106.9260229
2023-03-06 06:46:36,47.93000345,106.9287146
2023-03-06 06:47:03,47.91804095,106.9488039
2023-03-06 06:47:17,47.91757682,106.9116781
2023-03-06 06:47:23,47.92495343,106.8941531
2023-03-06 06:47:31,47.91458675,106.9436995
2023-03-06 06:47:37,47.90377262,106.893282
2023-03-06 06:48:04,47.91573182,106.9707554
2023-03-06 06:48:10,47.90923086,107.0074515
2023-03-06 06:48:17,47.9213895,106.814397
2023-03-06 06:48:26,47.92360454,106.9815095
2023-03-06 06:48:27,47.92334833,106.9419394
2023-03-06 06:48:35,47.91573182,106.9707554
2023-03-06 06:48:38,47.88244631,106.9110783
2023-03-06 06:48:40,47.92762656,106.9174923
2023-03-06 06:48:50,47.91211229,106.8472336
2023-03-06 06:49:00,47.91005082,106.8154969
2023-03-06 06:49:08,47.92378986,106.9626608
2023-03-06 06:49:13,47.92302912,106.9260229
2023-03-06 06:49:20,47.92977745,106.9285781
2023-03-06 06:49:20,47.89158555,106.871305
2023-03-06 06:49:28,47.91162692,106.8406411
2023-03-06 06:49:31,47.94347267,106.8753484
2023-03-06 06:49:34,47.91457419,106.8785103
2023-03-06 06:49:47,47.91595502,106.9022544
2023-03-06 06:49:54,47.91048321,106.8264403
2023-03-06 06:50:04,47.91005082,106.8154969
2023-03-06 06:50:10,47.9775016,106.9378389
2023-03-06 06:50:11,47.93000345,106.9287146
2023-03-06 06:50:22,47.90094726,106.929709
2023-03-06 06:50:22,47.91595502,106.9022544
2023-03-06 06:50:39,47.93585963,106.9080145
2023-03-06 06:50:39,47.91499044,106.7505065
2023-03-06 06:50:57,47.92239779,106.872701
2023-03-06 06:51:04,47.91346283,106.943966
2023-03-06 06:51:21,47.94347267,106.8753484
2023-03-06 06:51:25,47.90953398,106.9435435
