Date/Time,Lat,Lon
2023-03-06 06:11:13,47.91665621,106.9177467
2023-03-06 06:17:12,47.91048321,106.8264403
2023-03-06 06:21:20,48.05785743,107.0034683
2023-03-06 06:22:29,47.91665621,106.9177467
2023-03-06 06:25:03,47.9360986,106.9159523
2023-03-06 06:29:26,47.91005082,106.8154969
2023-03-06 06:29:28,47.91005082,106.8154969
2023-03-06 06:29:35,47.91005082,106.8154969
2023-03-06 06:29:38,47.91005082,106.8154969
2023-03-06 06:30:19,47.91005082,106.8154969
2023-03-06 06:32:04,47.91005082,106.8154969
2023-03-06 06:32:05,47.91573182,106.9707554
2023-03-06 06:32:31,47.92360454,106.9815095
2023-03-06 06:32:46,47.91573182,106.9707554
2023-03-06 06:36:40,47.91573182,106.9707554
2023-03-06 06:36:48,47.90193787,106.7858712
2023-03-06 06:38:05,47.91573182,106.9707554
2023-03-06 06:38:44,47.85693427,106.762158
2023-03-06 06:39:38,47.90168814,106.9104184
2023-03-06 06:39:39,47.93000345,106.9287146
2023-03-06 06:40:35,47.90193787,106.7858712
2023-03-06 06:40:50,47.9203698,106.8168466
2023-03-06 06:40:58,47.91048321,106.8264403
2023-03-06 06:41:18,47.89746634,106.8883362
2023-03-06 06:41:23,47.89230292,106.686131
2023-03-06 06:41:35,47.91005082,106.8154969
2023-03-06 06:42:02,47.8560047,106.7655304
2023-03-06 06:42:28,47.91338175,106.8592562
2023-03-06 06:42:30,47.92187954,106.9070327
2023-03-06 06:42:33,47.90923086,107.0074515
2023-03-06 06:42:42,47.91005082,106.8154969
2023-03-06 06:43:05,47.98403763,106.8278092
2023-03-06 06:43:19,47.91005082,106.8154969
2023-03-06 06:43:29,47.91005082,106.8154969
2023-03-06 06:44:44,47.91809592,106.9258977
2023-03-06 06:44:51,47.91880669,106.8585471
2023-03-06 06:44:55,47.89230292,106.686131
2023-03-06 06:45:14,47.92334833,106.9419394
2023-03-06 06:45:23,48.00987558,106.9735673
2023-03-06 06:45:25,47.9187627,106.9410161
2023-03-06 06:45:29,47.91573182,106.9707554
2023-03-06 06:45:32,47.91573182,106.9707554
2023-03-06 06:45:35,47.91573182,106.9707554
2023-03-06 06:45:44,47.91005082,106.8154969
2023-03-06 06:45:56,47.911276,106.8948816
2023-03-06 06:46:08,47.91005082,106.8154969
2023-03-06 06:46:11,47.91005082,106.8154969
2023-03-06 06:46:21,47.96842904,106.9171308
2023-03-06 06:46:32,47.89158555,106.871305
2023-03-06 06:46:35,47.91880669,106.8585471
2023-03-06 06:47:20,47.91627554,106.8956025
2023-03-06 06:47:36,47.90900311,106.8853426
2023-03-06 06:47:36,47.91048321,106.8264403
2023-03-06 06:48:31,47.91665621,106.9177467
2023-03-06 06:48:36,47.91499044,106.7505065
2023-03-06 06:48:38,47.9213895,106.814397
2023-03-06 06:48:38,47.91048321,106.8264403
2023-03-06 06:48:47,47.91573182,106.9707554
2023-03-06 06:48:59,47.9213895,106.814397
2023-03-06 06:48:59,47.91005082,106.8154969
2023-03-06 06:49:13,47.92378986,106.9626608
2023-03-06 06:50:21,47.91804095,106.9488039
2023-03-06 06:50:22,47.92828037,106.9077654
2023-03-06 06:50:28,47.93769109,106.9208656
2023-03-06 06:50:33,47.91048321,106.8264403
2023-03-06 06:50:44,47.91659351,106.9607572
2023-03-06 06:50:45,47.96842904,106.9171308
2023-03-06 06:50:51,47.91048321,106.8264403
2023-03-06 06:51:02,47.91346283,106.943966
2023-03-06 06:52:15,47.9553921,106.8419351
2023-03-06 06:52:25,47.9179318,106.9734188
2023-03-06 06:52:25,47.92267936,106.9267312
2023-03-06 06:52:28,47.94347267,106.8753484
2023-03-06 06:52:38,47.94347267,106.8753484
2023-03-06 06:52:48,47.94765906,106.9138588
2023-03-06 06:52:54,47.89495887,106.8739915
2023-03-06 06:53:25,47.91573182,106.9707554
2023-03-06 06:53:34,47.91796369,106.9265037
2023-03-06 06:53:35,47.91757682,106.9116781
2023-03-06 06:53:39,47.91757682,106.9116781
2023-03-06 06:53:48,47.91048321,106.8264403
2023-03-06 06:53:50,47.91048321,106.8264403
2023-03-06 06:53:55,47.91665621,106.9177467
2023-03-06 06:53:57,47.91005082,106.8154969
2023-03-06 06:54:23,47.91394348,106.8671097
2023-03-06 06:54:40,47.91433538,106.9156346
2023-03-06 06:54:48,47.91493321,106.8863142
2023-03-06 06:55:26,47.91005082,106.8154969
2023-03-06 06:55:39,47.90953398,106.9435435
2023-03-06 06:55:39,47.91005082,106.8154969
2023-03-06 06:55:42,47.91573182,106.9707554
2023-03-06 06:55:42,47.91573182,106.9707554
2023-03-06 06:55:47,47.91433538,106.9156346
2023-03-06 06:56:16,47.93585963,106.9080145
2023-03-06 06:56:20,47.91005082,106.8154969
2023-03-06 06:56:24,47.91005082,106.8154969
2023-03-06 06:57:12,47.92187954,106.9070327
2023-03-06 06:57:18,47.91433538,106.9156346
2023-03-06 06:57:30,47.91573182,106.9707554
2023-03-06 06:57:44,47.91573182,106.9707554
2023-03-06 06:57:47,47.95413601,106.8263503
2023-03-06 06:57:47,47.9143912,106.9751033
2023-03-06 06:57:52,47.94524788,106.8074733
2023-03-06 06:58:15,47.90740788,106.7630877
2023-03-06 06:58:30,47.91005082,106.8154969
2023-03-06 06:58:33,47.91573182,106.9707554
2023-03-06 06:58:43,47.91394348,106.8671097
2023-03-06 06:59:10,47.92659028,106.9432343
2023-03-06 06:59:16,47.92294489,106.9109476
2023-03-06 06:59:20,47.8560047,106.7655304
2023-03-06 06:59:27,47.94952114,106.9310592
2023-03-06 06:59:34,47.90900311,106.8853426
